id	ja	zh-TW	en	ko
151011125	"林間のキャンプ場で
くつろぐミッションのとちゅうに
いごこちがすごくあがる"	"在林間露營地
放鬆任務途中時
舒適狀態非常大幅增加"	"At a forest campsite,
At the en route of the Relax Mission,
Coziness greatly increase"	"임간 캠핑장에서
[편히쉬다] 미션 도중 에
[쾌적함]이 매우 증가"
151011131	"いごこちがあがり
くつろぐミッションが
ちょっと上手になる"	"舒適增加
放鬆任務變得
稍微更熟練"	"Coziness increases,
Relax Missions become
a little bit better"	"[쾌적함]이 증가
[편히쉬다] 미션이
약간 능숙해짐"
151011132	"いごこちがあがり
くつろぐミッションが
わずかに上手になる"	"舒適增加
放鬆任務變得
稍稍更熟練"	"Coziness increases,
Relax Missions become
slightly better"	"[쾌적함]이 증가
[편히쉬다] 미션이
조금 능숙해짐"
151011133	"いごこちがあがり
くつろぐミッションが
すこし上手になる"	"舒適增加
放鬆任務變得
略微更熟練"	"Coziness increases,
Relax Missions become
a little better"	"[쾌적함]이 증가
[편히쉬다] 미션이
좀 더 능숙해짐"
151011134	"いごこちがあがり
くつろぐミッションが
上手になる"	"舒適增加
放鬆任務變得
更熟練"	"Coziness increases,
Relax Missions become
better"	"[쾌적함]이 증가
[편히쉬다] 미션이
능숙해짐"
151011135	"いごこちがあがり
くつろぐミッションが
そこそこ上手になる"	"舒適增加
放鬆任務變得
相對較多更熟練"	"Coziness increases,
Relax Missions become
moderate better"	"[쾌적함]이 증가
[편히쉬다] 미션이
상당히 능숙해짐"
151011211	"秋キャンのとき
りょうりミッションのおわりに
ぬくもりがすこしあがる"	"秋天露營時
料理任務結束時
溫暖狀態略微增加"	"During the Autumn Camp,
At the end of the Cooking Mission,
Warmth a little increase"	"가을 캠핑 때
[요리] 미션이 끝날때
[따뜻함]이 일정량 증가"
151011212	"秋キャンのとき
りょうりミッションのおわりに
ぬくもりがあがる"	"秋天露營時
料理任務結束時
溫暖狀態增加"	"During the Autumn Camp,
At the end of the Cooking Mission,
Warmth increase"	"가을 캠핑 때
[요리] 미션이 끝날때
[따뜻함]이 증가"
151011213	"秋キャンのとき
りょうりミッションのおわりに
ぬくもりがそこそこあがる"	"秋天露營時
料理任務結束時
溫暖狀態相對較多增加"	"During the Autumn Camp,
At the end of the Cooking Mission,
Warmth moderate increase"	"가을 캠핑 때
[요리] 미션이 끝날때
[따뜻함]이 상당히 증가"
151011214	"秋キャンのとき
りょうりミッションのおわりに
ぬくもりがすごくあがる"	"秋天露營時
料理任務結束時
溫暖狀態非常大幅增加"	"During the Autumn Camp,
At the end of the Cooking Mission,
Warmth greatly increase"	"가을 캠핑 때
[요리] 미션이 끝날때
[따뜻함]이 매우 증가"
151011215	"秋キャンのとき
りょうりミッションのおわりに
ぬくもりがものすごくあがる"	"秋天露營時
料理任務結束時
溫暖狀態極度大幅增加"	"During the Autumn Camp,
At the end of the Cooking Mission,
Warmth extremely increase"	"가을 캠핑 때
[요리] 미션이 끝날때
[따뜻함]이 엄청나게 증가"
151011221	"林間のキャンプ場で
りょうりミッションのはじめに
ぬくもりがちょっとあがる"	"在林間露營地
料理任務開始時
溫暖狀態稍微增加"	"At a forest campsite,
At the start of the Cooking Mission,
Warmth a little bit increase"	"임간 캠핑장에서
[요리] 미션 시작 시에
[따뜻함]이 약간 증가"
151011222	"林間のキャンプ場で
りょうりミッションのはじめに
ぬくもりがわずかにあがる"	"在林間露營地
料理任務開始時
溫暖狀態稍稍增加"	"At a forest campsite,
At the start of the Cooking Mission,
Warmth slightly increase"	"임간 캠핑장에서
[요리] 미션 시작 시에
[따뜻함]이 소량 증가"
151011223	"林間のキャンプ場で
りょうりミッションのはじめに
ぬくもりがすこしあがる"	"在林間露營地
料理任務開始時
溫暖狀態略微增加"	"At a forest campsite,
At the start of the Cooking Mission,
Warmth a little increase"	"임간 캠핑장에서
[요리] 미션 시작 시에
[따뜻함]이 일정량 증가"
151011224	"林間のキャンプ場で
りょうりミッションのはじめに
ぬくもりがあがる"	"在林間露營地
料理任務開始時
溫暖狀態增加"	"At a forest campsite,
At the start of the Cooking Mission,
Warmth increase"	"임간 캠핑장에서
[요리] 미션 시작 시에
[따뜻함]이 증가"
151011225	"林間のキャンプ場で
りょうりミッションのはじめに
ぬくもりがそこそこあがる"	"在林間露營地
料理任務開始時
溫暖狀態相對較多增加"	"At a forest campsite,
At the start of the Cooking Mission,
Warmth moderate increase"	"임간 캠핑장에서
[요리] 미션 시작 시에
[따뜻함]이 상당히 증가"
151011231	"ぬくもりがあがり
りょうりミッションが
ちょっと上手になる"	"溫暖增加
料理任務變得
稍微更熟練"	"Warmth increases,
Cooking Missions become
a little bit better"	"[따뜻함]이 증가
[요리] 미션이
약간 능숙해짐"
151011232	"ぬくもりがあがり
りょうりミッションが
わずかに上手になる"	"溫暖增加
料理任務變得
稍稍更熟練"	"Warmth increases,
Cooking Missions become
slightly better"	"[따뜻함]이 증가
[요리] 미션이
조금 능숙해짐"
151011233	"ぬくもりがあがり
りょうりミッションが
すこし上手になる"	"溫暖增加
料理任務變得
略微更熟練"	"Warmth increases,
Cooking Missions become
a little better"	"[따뜻함]이 증가
[요리] 미션이
좀 더 능숙해짐"
151011234	"ぬくもりがあがり
りょうりミッションが
上手になる"	"溫暖增加
料理任務變得
更熟練"	"Warmth increases,
Cooking Missions become
better"	"[따뜻함]이 증가
[요리] 미션이
능숙해짐"
151011235	"ぬくもりがあがり
りょうりミッションが
そこそこ上手になる"	"溫暖增加
料理任務變得
相對較多更熟練"	"Warmth increases,
Cooking Missions become
moderate better"	"[따뜻함]이 증가
[요리] 미션이
상당히 능숙해짐"
151011311	"秋キャンのとき
あそぶミッションのはじめに
いやしがちょっとあがる"	"秋天露營時
玩任務開始時
治癒狀態稍微增加"	"During the Autumn Camp,
At the start of the Play Mission,
Healing a little bit increase"	"가을 캠핑 때
[놀다] 미션 시작 시에
[치유]가 약간 증가"
151011312	"秋キャンのとき
あそぶミッションのはじめに
いやしがわずかにあがる"	"秋天露營時
玩任務開始時
治癒狀態稍稍增加"	"During the Autumn Camp,
At the start of the Play Mission,
Healing slightly increase"	"가을 캠핑 때
[놀다] 미션 시작 시에
[치유]가 소량 증가"
151011313	"秋キャンのとき
あそぶミッションのはじめに
いやしがすこしあがる"	"秋天露營時
玩任務開始時
治癒狀態略微增加"	"During the Autumn Camp,
At the start of the Play Mission,
Healing a little increase"	"가을 캠핑 때
[놀다] 미션 시작 시에
[치유]가 일정량 증가"
151011314	"秋キャンのとき
あそぶミッションのはじめに
いやしがあがる"	"秋天露營時
玩任務開始時
治癒狀態增加"	"During the Autumn Camp,
At the start of the Play Mission,
Healing increase"	"가을 캠핑 때
[놀다] 미션 시작 시에
[치유]가 증가"
151011315	"秋キャンのとき
あそぶミッションのはじめに
いやしがそこそこあがる"	"秋天露營時
玩任務開始時
治癒狀態相對較多增加"	"During the Autumn Camp,
At the start of the Play Mission,
Healing moderate increase"	"가을 캠핑 때
[놀다] 미션 시작 시에
[치유]가 상당히 증가"
151011321	"林間のキャンプ場で
りょうりミッションのとちゅうに
いやしがわずかにあがる"	"在林間露營地
料理任務途中時
治癒狀態稍稍增加"	"At a forest campsite,
At the en route of the Cooking Mission,
Healing slightly increase"	"임간 캠핑장에서
[요리] 미션 도중 에
[치유]가 소량 증가"
151011322	"林間のキャンプ場で
りょうりミッションのとちゅうに
いやしがすこしあがる"	"在林間露營地
料理任務途中時
治癒狀態略微增加"	"At a forest campsite,
At the en route of the Cooking Mission,
Healing a little increase"	"임간 캠핑장에서
[요리] 미션 도중 에
[치유]가 일정량 증가"
151011323	"林間のキャンプ場で
りょうりミッションのとちゅうに
いやしがあがる"	"在林間露營地
料理任務途中時
治癒狀態增加"	"At a forest campsite,
At the en route of the Cooking Mission,
Healing increase"	"임간 캠핑장에서
[요리] 미션 도중 에
[치유]가 증가"
151011324	"林間のキャンプ場で
りょうりミッションのとちゅうに
いやしがそこそこあがる"	"在林間露營地
料理任務途中時
治癒狀態相對較多增加"	"At a forest campsite,
At the en route of the Cooking Mission,
Healing moderate increase"	"임간 캠핑장에서
[요리] 미션 도중 에
[치유]가 상당히 증가"
151011325	"林間のキャンプ場で
りょうりミッションのとちゅうに
いやしがすごくあがる"	"在林間露營地
料理任務途中時
治癒狀態非常大幅增加"	"At a forest campsite,
At the en route of the Cooking Mission,
Healing greatly increase"	"임간 캠핑장에서
[요리] 미션 도중 에
[치유]가 매우 증가"
151011331	"いやしがあがり
くつろぐミッションが
ちょっと上手になる"	"治癒增加
放鬆任務變得
稍微更熟練"	"Healing increases,
Relax Missions become
a little bit better"	"[치유]가 증가
[편히쉬다] 미션이
약간 능숙해짐"
151011332	"いやしがあがり
くつろぐミッションが
わずかに上手になる"	"治癒增加
放鬆任務變得
稍稍更熟練"	"Healing increases,
Relax Missions become
slightly better"	"[치유]가 증가
[편히쉬다] 미션이
조금 능숙해짐"
151011333	"いやしがあがり
くつろぐミッションが
すこし上手になる"	"治癒增加
放鬆任務變得
略微更熟練"	"Healing increases,
Relax Missions become
a little better"	"[치유]가 증가
[편히쉬다] 미션이
좀 더 능숙해짐"
151011334	"いやしがあがり
くつろぐミッションが
上手になる"	"治癒增加
放鬆任務變得
更熟練"	"Healing increases,
Relax Missions become
better"	"[치유]가 증가
[편히쉬다] 미션이
능숙해짐"
151011335	"いやしがあがり
くつろぐミッションが
そこそこ上手になる"	"治癒增加
放鬆任務變得
相對較多更熟練"	"Healing increases,
Relax Missions become
moderate better"	"[치유]가 증가
[편히쉬다] 미션이
상당히 능숙해짐"
151011411	"秋キャンのとき
りょうりミッションのはじめに
つながりがちょっとあがる"	"秋天露營時
料理任務開始時
關係狀態稍微增加"	"During the Autumn Camp,
At the start of the Cooking Mission,
Relationship a little bit increase"	"가을 캠핑 때
[요리] 미션 시작 시에
[관계]가 약간 증가"
151011412	"秋キャンのとき
りょうりミッションのはじめに
つながりがわずかにあがる"	"秋天露營時
料理任務開始時
關係狀態稍稍增加"	"During the Autumn Camp,
At the start of the Cooking Mission,
Relationship slightly increase"	"가을 캠핑 때
[요리] 미션 시작 시에
[관계]가 소량 증가"
151011413	"秋キャンのとき
りょうりミッションのはじめに
つながりがすこしあがる"	"秋天露營時
料理任務開始時
關係狀態略微增加"	"During the Autumn Camp,
At the start of the Cooking Mission,
Relationship a little increase"	"가을 캠핑 때
[요리] 미션 시작 시에
[관계]가 일정량 증가"
151011414	"秋キャンのとき
りょうりミッションのはじめに
つながりがあがる"	"秋天露營時
料理任務開始時
關係狀態增加"	"During the Autumn Camp,
At the start of the Cooking Mission,
Relationship increase"	"가을 캠핑 때
[요리] 미션 시작 시에
[관계]가 증가"
151011415	"秋キャンのとき
りょうりミッションのはじめに
つながりがそこそこあがる"	"秋天露營時
料理任務開始時
關係狀態相對較多增加"	"During the Autumn Camp,
At the start of the Cooking Mission,
Relationship moderate increase"	"가을 캠핑 때
[요리] 미션 시작 시에
[관계]가 상당히 증가"
151011421	"林間のキャンプ場で
あそぶミッションのおわりに
つながりがすこしあがる"	"在林間露營地
玩任務結束時
關係狀態略微增加"	"At a forest campsite,
At the end of the Play Mission,
Relationship a little increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 일정량 증가"
151011422	"林間のキャンプ場で
あそぶミッションのおわりに
つながりがあがる"	"在林間露營地
玩任務結束時
關係狀態增加"	"At a forest campsite,
At the end of the Play Mission,
Relationship increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 증가"
151011423	"林間のキャンプ場で
あそぶミッションのおわりに
つながりがそこそこあがる"	"在林間露營地
玩任務結束時
關係狀態相對較多增加"	"At a forest campsite,
At the end of the Play Mission,
Relationship moderate increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 상당히 증가"
151011424	"林間のキャンプ場で
あそぶミッションのおわりに
つながりがすごくあがる"	"在林間露營地
玩任務結束時
關係狀態非常大幅增加"	"At a forest campsite,
At the end of the Play Mission,
Relationship greatly increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 매우 증가"
151011425	"林間のキャンプ場で
あそぶミッションのおわりに
つながりがものすごくあがる"	"在林間露營地
玩任務結束時
關係狀態極度大幅增加"	"At a forest campsite,
At the end of the Play Mission,
Relationship extremely increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 엄청나게 증가"
151011431	"つながりがあがり
りょうりミッションが
ちょっと上手になる"	"關係增加
料理任務變得
稍微更熟練"	"Relationship increases,
Cooking Missions become
a little bit better"	"[관계]가 증가
[요리] 미션이
약간 능숙해짐"
151011432	"つながりがあがり
りょうりミッションが
わずかに上手になる"	"關係增加
料理任務變得
稍稍更熟練"	"Relationship increases,
Cooking Missions become
slightly better"	"[관계]가 증가
[요리] 미션이
조금 능숙해짐"
151011433	"つながりがあがり
りょうりミッションが
すこし上手になる"	"關係增加
料理任務變得
略微更熟練"	"Relationship increases,
Cooking Missions become
a little better"	"[관계]가 증가
[요리] 미션이
좀 더 능숙해짐"
151011434	"つながりがあがり
りょうりミッションが
上手になる"	"關係增加
料理任務變得
更熟練"	"Relationship increases,
Cooking Missions become
better"	"[관계]가 증가
[요리] 미션이
능숙해짐"
151011435	"つながりがあがり
りょうりミッションが
そこそこ上手になる"	"關係增加
料理任務變得
相對較多更熟練"	"Relationship increases,
Cooking Missions become
moderate better"	"[관계]가 증가
[요리] 미션이
상당히 능숙해짐"
151011511	"秋キャンのとき
あそぶミッションのとちゅうに
まんぞくがわずかにあがる"	"秋天露營時
玩任務途中時
滿足狀態稍稍增加"	"During the Autumn Camp,
At the en route of the Play Mission,
Satisfaction slightly increase"	"가을 캠핑 때
[놀다] 미션 도중 에
[만족]이 소량 증가"
151011512	"秋キャンのとき
あそぶミッションのとちゅうに
まんぞくがすこしあがる"	"秋天露營時
玩任務途中時
滿足狀態略微增加"	"During the Autumn Camp,
At the en route of the Play Mission,
Satisfaction a little increase"	"가을 캠핑 때
[놀다] 미션 도중 에
[만족]이 일정량 증가"
151011513	"秋キャンのとき
あそぶミッションのとちゅうに
まんぞくがあがる"	"秋天露營時
玩任務途中時
滿足狀態增加"	"During the Autumn Camp,
At the en route of the Play Mission,
Satisfaction increase"	"가을 캠핑 때
[놀다] 미션 도중 에
[만족]이 증가"
151011514	"秋キャンのとき
あそぶミッションのとちゅうに
まんぞくがそこそこあがる"	"秋天露營時
玩任務途中時
滿足狀態相對較多增加"	"During the Autumn Camp,
At the en route of the Play Mission,
Satisfaction moderate increase"	"가을 캠핑 때
[놀다] 미션 도중 에
[만족]이 상당히 증가"
151011515	"秋キャンのとき
あそぶミッションのとちゅうに
まんぞくがすごくあがる"	"秋天露營時
玩任務途中時
滿足狀態非常大幅增加"	"During the Autumn Camp,
At the en route of the Play Mission,
Satisfaction greatly increase"	"가을 캠핑 때
[놀다] 미션 도중 에
[만족]이 매우 증가"
151011521	"林間のキャンプ場で
くつろぐミッションのおわりに
まんぞくがすこしあがる"	"在林間露營地
放鬆任務結束時
滿足狀態略微增加"	"At a forest campsite,
At the end of the Relax Mission,
Satisfaction a little increase"	"임간 캠핑장에서
[편히쉬다] 미션이 끝날때
[만족]이 일정량 증가"
151011522	"林間のキャンプ場で
くつろぐミッションのおわりに
まんぞくがあがる"	"在林間露營地
放鬆任務結束時
滿足狀態增加"	"At a forest campsite,
At the end of the Relax Mission,
Satisfaction increase"	"임간 캠핑장에서
[편히쉬다] 미션이 끝날때
[만족]이 증가"
151011523	"林間のキャンプ場で
くつろぐミッションのおわりに
まんぞくがそこそこあがる"	"在林間露營地
放鬆任務結束時
滿足狀態相對較多增加"	"At a forest campsite,
At the end of the Relax Mission,
Satisfaction moderate increase"	"임간 캠핑장에서
[편히쉬다] 미션이 끝날때
[만족]이 상당히 증가"
151011524	"林間のキャンプ場で
くつろぐミッションのおわりに
まんぞくがすごくあがる"	"在林間露營地
放鬆任務結束時
滿足狀態非常大幅增加"	"At a forest campsite,
At the end of the Relax Mission,
Satisfaction greatly increase"	"임간 캠핑장에서
[편히쉬다] 미션이 끝날때
[만족]이 매우 증가"
151011525	"林間のキャンプ場で
くつろぐミッションのおわりに
まんぞくがものすごくあがる"	"在林間露營地
放鬆任務結束時
滿足狀態極度大幅增加"	"At a forest campsite,
At the end of the Relax Mission,
Satisfaction extremely increase"	"임간 캠핑장에서
[편히쉬다] 미션이 끝날때
[만족]이 엄청나게 증가"
151011531	"まんぞくがあがり
あそぶミッションが
ちょっと上手になる"	"滿足增加
玩任務變得
稍微更熟練"	"Satisfaction increases,
Play Missions become
a little bit better"	"[만족]이 증가
[놀다] 미션이
약간 능숙해짐"
151011532	"まんぞくがあがり
あそぶミッションが
わずかに上手になる"	"滿足增加
玩任務變得
稍稍更熟練"	"Satisfaction increases,
Play Missions become
slightly better"	"[만족]이 증가
[놀다] 미션이
조금 능숙해짐"
151011533	"まんぞくがあがり
あそぶミッションが
すこし上手になる"	"滿足增加
玩任務變得
略微更熟練"	"Satisfaction increases,
Play Missions become
a little better"	"[만족]이 증가
[놀다] 미션이
좀 더 능숙해짐"
151011534	"まんぞくがあがり
あそぶミッションが
上手になる"	"滿足增加
玩任務變得
更熟練"	"Satisfaction increases,
Play Missions become
better"	"[만족]이 증가
[놀다] 미션이
능숙해짐"
151011535	"まんぞくがあがり
あそぶミッションが
そこそこ上手になる"	"滿足增加
玩任務變得
相對較多更熟練"	"Satisfaction increases,
Play Missions become
moderate better"	"[만족]이 증가
[놀다] 미션이
상당히 능숙해짐"
151011611	"春キャンのとき
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"春天露營時
放鬆任務途中時
治癒狀態稍稍增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Healing slightly increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
151011612	"春キャンのとき
くつろぐミッションのとちゅうに
いやしがすこしあがる"	"春天露營時
放鬆任務途中時
治癒狀態略微增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Healing a little increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 일정량 증가"
151011613	"春キャンのとき
くつろぐミッションのとちゅうに
いやしがあがる"	"春天露營時
放鬆任務途中時
治癒狀態增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Healing increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 증가"
151011614	"春キャンのとき
くつろぐミッションのとちゅうに
いやしがそこそこあがる"	"春天露營時
放鬆任務途中時
治癒狀態相對較多增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Healing moderate increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 상당히 증가"
151011615	"春キャンのとき
くつろぐミッションのとちゅうに
いやしがすごくあがる"	"春天露營時
放鬆任務途中時
治癒狀態非常大幅增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Healing greatly increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 매우 증가"
151011621	"芝生のキャンプ場で
あそぶミッションのはじめに
いやしがちょっとあがる"	"在草地露營地
玩任務開始時
治癒狀態稍微增加"	"At a grass campsite,
At the start of the Play Mission,
Healing a little bit increase"	"잔디 캠핑장에서
[놀다] 미션 시작 시에
[치유]가 약간 증가"
151011622	"芝生のキャンプ場で
あそぶミッションのはじめに
いやしがわずかにあがる"	"在草地露營地
玩任務開始時
治癒狀態稍稍增加"	"At a grass campsite,
At the start of the Play Mission,
Healing slightly increase"	"잔디 캠핑장에서
[놀다] 미션 시작 시에
[치유]가 소량 증가"
151011623	"芝生のキャンプ場で
あそぶミッションのはじめに
いやしがすこしあがる"	"在草地露營地
玩任務開始時
治癒狀態略微增加"	"At a grass campsite,
At the start of the Play Mission,
Healing a little increase"	"잔디 캠핑장에서
[놀다] 미션 시작 시에
[치유]가 일정량 증가"
151011624	"芝生のキャンプ場で
あそぶミッションのはじめに
いやしがあがる"	"在草地露營地
玩任務開始時
治癒狀態增加"	"At a grass campsite,
At the start of the Play Mission,
Healing increase"	"잔디 캠핑장에서
[놀다] 미션 시작 시에
[치유]가 증가"
151011625	"芝生のキャンプ場で
あそぶミッションのはじめに
いやしがそこそこあがる"	"在草地露營地
玩任務開始時
治癒狀態相對較多增加"	"At a grass campsite,
At the start of the Play Mission,
Healing moderate increase"	"잔디 캠핑장에서
[놀다] 미션 시작 시에
[치유]가 상당히 증가"
151011631	"いやしがあがり
りょうりミッションが
ちょっと上手になる"	"治癒增加
料理任務變得
稍微更熟練"	"Healing increases,
Cooking Missions become
a little bit better"	"[치유]가 증가
[요리] 미션이
약간 능숙해짐"
151011632	"いやしがあがり
りょうりミッションが
わずかに上手になる"	"治癒增加
料理任務變得
稍稍更熟練"	"Healing increases,
Cooking Missions become
slightly better"	"[치유]가 증가
[요리] 미션이
조금 능숙해짐"
151011633	"いやしがあがり
りょうりミッションが
すこし上手になる"	"治癒增加
料理任務變得
略微更熟練"	"Healing increases,
Cooking Missions become
a little better"	"[치유]가 증가
[요리] 미션이
좀 더 능숙해짐"
151011634	"いやしがあがり
りょうりミッションが
上手になる"	"治癒增加
料理任務變得
更熟練"	"Healing increases,
Cooking Missions become
better"	"[치유]가 증가
[요리] 미션이
능숙해짐"
151011635	"いやしがあがり
りょうりミッションが
そこそこ上手になる"	"治癒增加
料理任務變得
相對較多更熟練"	"Healing increases,
Cooking Missions become
moderate better"	"[치유]가 증가
[요리] 미션이
상당히 능숙해짐"
151011711	"春キャンのとき
あそぶミッションのはじめに
つながりがちょっとあがる"	"春天露營時
玩任務開始時
關係狀態稍微增加"	"During the Spring Camp,
At the start of the Play Mission,
Relationship a little bit increase"	"봄 캠핑 때
[놀다] 미션 시작 시에
[관계]가 약간 증가"
151011712	"春キャンのとき
あそぶミッションのはじめに
つながりがわずかにあがる"	"春天露營時
玩任務開始時
關係狀態稍稍增加"	"During the Spring Camp,
At the start of the Play Mission,
Relationship slightly increase"	"봄 캠핑 때
[놀다] 미션 시작 시에
[관계]가 소량 증가"
151011713	"春キャンのとき
あそぶミッションのはじめに
つながりがすこしあがる"	"春天露營時
玩任務開始時
關係狀態略微增加"	"During the Spring Camp,
At the start of the Play Mission,
Relationship a little increase"	"봄 캠핑 때
[놀다] 미션 시작 시에
[관계]가 일정량 증가"
151011714	"春キャンのとき
あそぶミッションのはじめに
つながりがあがる"	"春天露營時
玩任務開始時
關係狀態增加"	"During the Spring Camp,
At the start of the Play Mission,
Relationship increase"	"봄 캠핑 때
[놀다] 미션 시작 시에
[관계]가 증가"
151011715	"春キャンのとき
あそぶミッションのはじめに
つながりがそこそこあがる"	"春天露營時
玩任務開始時
關係狀態相對較多增加"	"During the Spring Camp,
At the start of the Play Mission,
Relationship moderate increase"	"봄 캠핑 때
[놀다] 미션 시작 시에
[관계]가 상당히 증가"
151011721	"芝生のキャンプ場で
あそぶミッションのおわりに
つながりがすこしあがる"	"在草地露營地
玩任務結束時
關係狀態略微增加"	"At a grass campsite,
At the end of the Play Mission,
Relationship a little increase"	"잔디 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 일정량 증가"
151011722	"芝生のキャンプ場で
あそぶミッションのおわりに
つながりがあがる"	"在草地露營地
玩任務結束時
關係狀態增加"	"At a grass campsite,
At the end of the Play Mission,
Relationship increase"	"잔디 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 증가"
151011723	"芝生のキャンプ場で
あそぶミッションのおわりに
つながりがそこそこあがる"	"在草地露營地
玩任務結束時
關係狀態相對較多增加"	"At a grass campsite,
At the end of the Play Mission,
Relationship moderate increase"	"잔디 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 상당히 증가"
151011724	"芝生のキャンプ場で
あそぶミッションのおわりに
つながりがすごくあがる"	"在草地露營地
玩任務結束時
關係狀態非常大幅增加"	"At a grass campsite,
At the end of the Play Mission,
Relationship greatly increase"	"잔디 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 매우 증가"
151011725	"芝生のキャンプ場で
あそぶミッションのおわりに
つながりがものすごくあがる"	"在草地露營地
玩任務結束時
關係狀態極度大幅增加"	"At a grass campsite,
At the end of the Play Mission,
Relationship extremely increase"	"잔디 캠핑장에서
[놀다] 미션이 끝날때
[관계]가 엄청나게 증가"
151011731	"つながりがあがり
あそぶミッションが
ちょっと上手になる"	"關係增加
玩任務變得
稍微更熟練"	"Relationship increases,
Play Missions become
a little bit better"	"[관계]가 증가
[놀다] 미션이
약간 능숙해짐"
151011732	"つながりがあがり
あそぶミッションが
わずかに上手になる"	"關係增加
玩任務變得
稍稍更熟練"	"Relationship increases,
Play Missions become
slightly better"	"[관계]가 증가
[놀다] 미션이
조금 능숙해짐"
151011733	"つながりがあがり
あそぶミッションが
すこし上手になる"	"關係增加
玩任務變得
略微更熟練"	"Relationship increases,
Play Missions become
a little better"	"[관계]가 증가
[놀다] 미션이
좀 더 능숙해짐"
151011734	"つながりがあがり
あそぶミッションが
上手になる"	"關係增加
玩任務變得
更熟練"	"Relationship increases,
Play Missions become
better"	"[관계]가 증가
[놀다] 미션이
능숙해짐"
151011735	"つながりがあがり
あそぶミッションが
そこそこ上手になる"	"關係增加
玩任務變得
相對較多更熟練"	"Relationship increases,
Play Missions become
moderate better"	"[관계]가 증가
[놀다] 미션이
상당히 능숙해짐"
151011811	"春キャンのとき
くつろぐミッションのはじめに
まんぞくがちょっとあがる"	"春天露營時
放鬆任務開始時
滿足狀態稍微增加"	"During the Spring Camp,
At the start of the Relax Mission,
Satisfaction a little bit increase"	"봄 캠핑 때
[편히쉬다] 미션 시작 시에
[만족]이 약간 증가"
151011812	"春キャンのとき
くつろぐミッションのはじめに
まんぞくがわずかにあがる"	"春天露營時
放鬆任務開始時
滿足狀態稍稍增加"	"During the Spring Camp,
At the start of the Relax Mission,
Satisfaction slightly increase"	"봄 캠핑 때
[편히쉬다] 미션 시작 시에
[만족]이 소량 증가"
151011813	"春キャンのとき
くつろぐミッションのはじめに
まんぞくがすこしあがる"	"春天露營時
放鬆任務開始時
滿足狀態略微增加"	"During the Spring Camp,
At the start of the Relax Mission,
Satisfaction a little increase"	"봄 캠핑 때
[편히쉬다] 미션 시작 시에
[만족]이 일정량 증가"
151011814	"春キャンのとき
くつろぐミッションのはじめに
まんぞくがあがる"	"春天露營時
放鬆任務開始時
滿足狀態增加"	"During the Spring Camp,
At the start of the Relax Mission,
Satisfaction increase"	"봄 캠핑 때
[편히쉬다] 미션 시작 시에
[만족]이 증가"
151011815	"春キャンのとき
くつろぐミッションのはじめに
まんぞくがそこそこあがる"	"春天露營時
放鬆任務開始時
滿足狀態相對較多增加"	"During the Spring Camp,
At the start of the Relax Mission,
Satisfaction moderate increase"	"봄 캠핑 때
[편히쉬다] 미션 시작 시에
[만족]이 상당히 증가"
151011821	"芝生のキャンプ場で
くつろぐミッションのはじめに
まんぞくがちょっとあがる"	"在草地露營地
放鬆任務開始時
滿足狀態稍微增加"	"At a grass campsite,
At the start of the Relax Mission,
Satisfaction a little bit increase"	"잔디 캠핑장에서
[편히쉬다] 미션 시작 시에
[만족]이 약간 증가"
151011822	"芝生のキャンプ場で
くつろぐミッションのはじめに
まんぞくがわずかにあがる"	"在草地露營地
放鬆任務開始時
滿足狀態稍稍增加"	"At a grass campsite,
At the start of the Relax Mission,
Satisfaction slightly increase"	"잔디 캠핑장에서
[편히쉬다] 미션 시작 시에
[만족]이 소량 증가"
151011823	"芝生のキャンプ場で
くつろぐミッションのはじめに
まんぞくがすこしあがる"	"在草地露營地
放鬆任務開始時
滿足狀態略微增加"	"At a grass campsite,
At the start of the Relax Mission,
Satisfaction a little increase"	"잔디 캠핑장에서
[편히쉬다] 미션 시작 시에
[만족]이 일정량 증가"
