id	ja	zh-TW	en	ko
1018	メインストーリー第一話③を閲覧する	瀏覽主線故事第一話③	View Main Story Episode 1-3	메인 스토리 제1화 ③ 보기
1019	メインストーリー第一話④を閲覧する	瀏覽主線故事第一話④	View Main Story Episode 1-4	메인 스토리 제1화 ④ 보기
1020	メインストーリー第一話⑤を閲覧する	瀏覽主線故事第一話⑤	View Main Story Episode 1-5	메인 스토리 제1화 ⑤ 보기
1021	メインストーリー第一話⑥を閲覧する	瀏覽主線故事第一話⑥	View Main Story Episode 1-6	메인 스토리 제1화 ⑥ 보기
1022	メインストーリー第一話⑦を閲覧する	瀏覽主線故事第一話⑦	View Main Story Episode 1-7	메인 스토리 제1화 ⑦ 보기
1023	メインストーリー第一話⑧を閲覧する	瀏覽主線故事第一話⑧	View Main Story Episode 1-8	메인 스토리 제1화 ⑧ 보기
1024	メインストーリー第一話⑨を閲覧する	瀏覽主線故事第一話⑨	View Main Story Episode 1-9	메인 스토리 제1화 ⑨ 보기
1025	メインストーリー第一話⑩を閲覧する	瀏覽主線故事第一話⑩	View Main Story Episode 1-10	메인 스토리 제1화 ⑩ 보기
1026	メインストーリー第一話⑪を閲覧する	瀏覽主線故事第一話⑪	View Main Story Episode 1-11	메인 스토리 제1화 ⑪ 보기
1027	メインストーリー第二話①を閲覧する	瀏覽主線故事第二話①	View Main Story Episode 2-1	메인 스토리 제2화 ① 보기
1028	メインストーリー第二話②を閲覧する	瀏覽主線故事第二話②	View Main Story Episode 2-2	메인 스토리 제2화 ② 보기
1029	メインストーリー第二話③を閲覧する	瀏覽主線故事第二話③	View Main Story Chapter 2-3	메인 스토리 제2화 ③ 보기
1030	メインストーリー第二話④を閲覧する	瀏覽主線故事第二話④	View Main Story Episode 2-4	메인 스토리 제2화 ④ 보기
1031	メインストーリー第二話⑤を閲覧する	瀏覽主線故事第二話⑤	View Main Story Episode 2-5	메인 스토리 제2화 ⑤ 보기
1032	メインストーリー第二話⑥を閲覧する	瀏覽主線故事第二話⑥	View Main Story Chapter 2-6	메인 스토리 제2화 ⑥ 보기
1033	メインストーリー第二話⑦を閲覧する	瀏覽主線故事第二話⑦	View Main Story Chapter 2-7	메인 스토리 제2화 ⑦ 보기
1034	メインストーリー第二話⑧を閲覧する	瀏覽主線故事第二話⑧	View Main Story Episode 2-8	메인 스토리 제2화 ⑧ 보기
1035	メインストーリー第二話⑨を閲覧する	瀏覽主線故事第二話⑨	View Main Story Chapter 2-9	메인 스토리 제2화 ⑨ 보기
1036	メインストーリー第二話⑩を閲覧する	瀏覽主線故事第二話⑩	View Main Story Chapter 2-10	메인 스토리 제2화 ⑩ 보기
1037	メインストーリー第二話⑪を閲覧する	瀏覽主線故事第二話⑪	View Main Story Chapter 2-11	메인 스토리 제2화 ⑪ 보기
1038	メインストーリー第三話①を閲覧する	瀏覽主線故事第三章①	View Main Story Episode 3-1	메인 스토리 제3화 ① 보기
1039	メインストーリー第三話②を閲覧する	瀏覽主線故事第三章②	View Main Story Episode 3-2	메인 스토리 제3화 ② 보기
1040	メインストーリー第三話③を閲覧する	瀏覽主線故事第三章③	View Main Story Episode 3-3	메인 스토리 제3화 ③ 보기
1041	メインストーリー第三話④を閲覧する	瀏覽主線故事第三章④	View Main Story Episode 3-4	메인 스토리 제3화 ④ 보기
1042	メインストーリー第三話⑤を閲覧する	瀏覽主線故事第三章⑤	View Main Story Episode 3-5	메인 스토리 제3화 ⑤ 보기
1043	メインストーリー第三話⑥を閲覧する	瀏覽主線故事第三章⑥	View Main Story Episode 3-6	메인 스토리 제3화 ⑥ 보기
1044	メインストーリー第三話⑦を閲覧する	瀏覽主線故事第三章⑦	View Main Story Episode 3-7	메인 스토리 제3화 ⑦ 보기
1045	メインストーリー第三話⑧を閲覧する	瀏覽主線故事第三章⑧	View Main Story Episode 3-8	메인 스토리 제3화 ⑧ 보기
1046	メインストーリー第三話⑨を閲覧する	瀏覽主線故事第三章⑨	View Main Story Episode 3-9	메인 스토리 제3화 ⑨ 보기
1047	メインストーリー第三話⑩を閲覧する	瀏覽主線故事第三話⑩	View Main Story Episode 3-10	메인 스토리 제3화 ⑩ 보기
1048	メインストーリー第三話⑪を閲覧する	瀏覽主線故事第三章⑪	View Main Story Chapter 3-11	메인 스토리 제3화 ⑪ 보기
1049	メインストーリー第四話①を閲覧する	瀏覽主線故事第四話①	View Main Story Episode 4-1	메인 스토리 제4화 ① 보기
1050	メインストーリー第四話②を閲覧する	瀏覽主線故事第四話②	View Main Story Episode 4-2	메인 스토리 제4화 ② 보기
1051	メインストーリー第四話③を閲覧する	瀏覽主線故事第四話③	View Main Story Episode 4-3	메인 스토리 제4화 ③ 보기
1052	メインストーリー第四話④を閲覧する	瀏覽主線故事第四話④	View Main Story Episode 4-4	메인 스토리 제4화 ④ 보기
1053	メインストーリー第四話⑤を閲覧する	瀏覽主線故事第四話⑤	View Main Story Episode 4-5	메인 스토리 제4화 ⑤ 보기
1054	メインストーリー第四話⑥を閲覧する	瀏覽主線故事第四話⑥	View Main Story Episode 4-6	메인 스토리 제4화 ⑥ 보기
1055	メインストーリー第四話⑦を閲覧する	瀏覽主線故事第四話⑦	View Main Story Episode 4-7	메인 스토리 제4화 ⑦ 보기
1056	メインストーリー第四話⑧を閲覧する	瀏覽主線故事第四話⑧	View Main Story Episode 4-8	메인 스토리 제4화 ⑧ 보기
1057	メインストーリー第四話⑨を閲覧する	瀏覽主線故事第四話⑨	View Main Story Chapter 4-9	메인 스토리 제4화 ⑨ 보기
1058	メインストーリー第四話⑩を閲覧する	瀏覽主線故事第四話⑩	View Main Story Chapter 4-10	메인 스토리 제4화 ⑩ 보기
1059	メインストーリー第四話⑪を閲覧する	瀏覽主線故事第四話⑪	View Main Story Episode 4-11	메인 스토리 제4화 ⑪ 보기
1060	{0}個のコスチュームをLv40以上にする	將{0}個裝扮升級至40級以上	Upgrade {0} costumes to Lv40 or higher	{0}개의 코스튬을 Lv40 이상으로 레벨업
1061	{0}個のコスチュームをLv50以上にする	將{0}個裝扮升級至50級以上	Upgrade {0} costumes to Lv50 or higher	{0}개의 코스튬을 Lv50 이상으로 레벨업
1062	{0}個のコスチュームをLv60にする	將{0}個裝扮升級至Lv60	Upgrade {0} costumes to Lv60	{0}개의 코스튬을 Lv60 이상으로 레벨업
1063	コスチュームのLvを合計{0}上げる	將裝備的Lv提高{0}	Raise costume Lv by a total of {0}	코스튬 Lv를 총 {0} 상승
1064	{0}個のサポートカードをLv10以上にする	將{0}張支援卡升級到Lv10以上	Upgrade {0} Support Cards to Lv10 or higher	{0}개의 서포트 카드를 Lv10 이상으로 레벨업
1065	{0}個のサポートカードをLv15以上にする	將{0}張支援卡升至15級以上	Upgrade {0} support cards to Lv15 or higher	{0}개의 서포트 카드를 Lv15 이상으로 레벨업
1066	{0}個のサポートカードをLv20にする	將{0}張支援卡升級至Lv20	Upgrade {0} support cards to Lv20	{0}개의 서포트 카드를 Lv20 이상으로 레벨업
1067	サポートカードのLvを合計{0}上げる	將支援卡等級提高{0}	Raise Support Card Lv by a total of {0}	서포트 카드 Lv을 총 {0} 상승
1068	ギアを{0}種類獲得する	獲得{0}種類裝備	Acquire {0} types of gear	{0} 종류의 기어 획득
1069	料理を{0}種類獲得する	獲得{0}種料理	Acquire {0} types of dishes	{0} 종류의 요리 획득
1070	クラフトで{0}回大成功する	在製作中{0}次大成功	Achieve {0} Great Success in Crafting	제작에서 {0}회 대성공
1071	クラフトで{0}回超成功する	在製作中{0}次超級成功	Achieve {0} Ultra Success in Crafting	제작에서 {0}회 초성공
1072	挨拶を{0}回する	向{0}人打招呼	Greet {0} times	{0}번 인사하기
1073	フレンドを1人作る	製作1位好友	Make 1 Friend	친구 1명 만들기
1074	フレンドを{0}人作る	製作{0}位好友	Make {0} friends	{0}명의 친구 만들기
1075	コスチュームストーリーを{0}種類見る	觀看{0}種類的服裝故事	View {0} types of Costume Stories	{0} 종류의 코스튬 스토리 보기
1076	コスチュームのランクアップを1回する	進行1次服裝升級	Perform 1 costume rank-up	코스튬 랭크업 1회 하기
1077	コスチュームのランクアップを{0}回する	將裝扮升級{0}次	Rank up costume {0} times	코스튬 랭크업을 {0}회 하기
1078	サポートカードのランクアップを1回する	進行1次支援卡牌升級	Upgrade Support Card Rank once	서포트 카드 랭크업 1회 하기
1079	サポートカードのランクアップを{0}回する	將支援卡牌升級{0}次	Rank up support card {0} times	서포트 카드 랭크업 {0}회 하기
1080	フレンドP交換所で{0}回交換する	在好友P兌換處兌換{0}次	Exchange {0} times at Friend Points Shop	친구P 교환소에서 {0}회 교환
1081	ゆるすたP交換所で{0}回交換する	在YuruStar P交換所進行{0}次交換	Exchange {0} times at the Casual Star P Exchange	유루스타P 교환소에서 {0}회 교환
1082	ふじさん交換所で{0}回交換する	在富士山交換所進行{0}次交換	Exchange {0} times at Mt. Fuji Exchange Shop	후지산 교환소에서 {0}회 교환
1083	松ぼっくり交換所で{0}回交換する	在松果交換所進行{0}次交換	Exchange {0} times at Pinecone Exchange	솔방울 교환소에서 {0}회 교환
1084	虹のツカぽん交換所で{0}回交換する	在虹色ツカぽん兌換所進行{0}次兌換	Exchange {0} times at Rainbow Tsukapon Exchange	무지개빛 츠카퐁 교환소에서 {0}회 교환
1085	金のツカぽん交換所で{0}回交換する	在金幣ツカぽん兌換所兌換{0}次	Exchange {0} times at the Gold Tsukapon Exchange	금빛 츠카퐁 교환소에서 {0}회 교환
1086	銀のツカぽん交換所で{0}回交換する	在銀之交換所進行{0}次交換	Exchange {0} times at Silver Tsukapon Exchange	은빛 츠카퐁 교환소에서 {0}회 교환
1087	おでかけコイン交換所で{0}回交換する	在外出遊幣兌換所兌換{0}次	Exchange {0} times at the Coin Exchange Center	외출 코인 교환소에서 {0}회 교환
1088	野外活動計画を通算{0}枚クリアする	通算{0}張野外活動計畫完成	Clear {0} Field Activity Plans in total	야외 활동 계획을 총 {0}장 클리어
1089	おしゃれを1以上にする	將時尚提升到1以上	Increase style to 1 or more	센스를 1 이상으로 업
1090	おしゃれを{0}以上にする	將時尚提升{0}以上	Increase style by {0} or more	센스를 {0} 이상으로 업
1091	おもいでを1以上にする	將回憶值提高到1以上	Increase Memories to 1 or more	추억을 1  이상으로 업
1092	おもいでを{0}以上にする	將回憶提高到{0}以上	Increase memories to {0} or more	추억을 {0} 이상으로 업
1093	じゅくれんを1以上にする	將熟練度提高到1以上	Increase combo to 1 or more	숙련도를 1 이상으로 업
1094	じゅくれんを{0}以上にする	將熟練度提高到{0}以上	Increase combo to {0} or more	숙련도를 {0} 이상으로 업
1095	うでまえを1以上にする	將技能提升至1以上	Increase skill level to 1 or more	기량을 1 이상으로 업
1096	うでまえを{0}以上にする	將技能提升至{0}以上	Raise {0} or more in skill	기량을 {0} 이상으로 업
1097	サークルに加入する	加入圈子	Join a Circle	서클에 가입
1098	グルキャンでギアを1個配置する	在團隊戰中放置1個裝備	Place 1 gear in Guild Campaign	그룹 캠핑에서 기어 1개 배치
1099	クラブポイント特典受け取ろう	領取每日獎勵	Receive Daily Rewards	클럽 포인트 특전 수령
1100	自己紹介を変更しよう	更改自我介紹	Change self-introduction	자기 소개 변경
1101	引き継ぎコードを設定しよう	設定轉移代碼	Set Transfer Code	인계 코드를 설정
1102	チェックインをしよう	進行簽到	Let's check in	체크인 하기
1103	フレンドチェックインをしよう	讓我們進行好友簽到	Let's do a Friend Check-in	친구 체크인 하기
1104	ゆるすたぐらむでクラス4に到達する	在Yurustagram中達到4級	Reach Class 4 in Yurustagram	유르스타그램에서 클래스 4에 도달하다
1105	ゆるすたぐらむでクラス5に到達する	在Yurustagram中達到5級	Reach Class 5 in Yurustagram	유르스타그램에서 클래스 5에 도달하다
1106	ゆるすたぐらむでクラス6に到達する	在Yurustagram中達到6級	Reach Class 6 in Yurustagram	유르스타그램에서 클래스 6에 도달하다
1107	高ボッチ高原のメインキャンプをクリアする	高ボッチ高原のメインキャンプをクリアする(TW)	高ボッチ高原のメインキャンプをクリアする(EN)	高ボッチ高原のメインキャンプをクリアする(KO)
1108	1個のコスチュームをLv60にする	1個のコスチュームをLv60にする(TW)	1個のコスチュームをLv60にする(EN)	1個のコスチュームをLv60にする(KO)
1109	1個のサポートカードをLv60にする	1個のサポートカードをLv60にする(TW)	1個のサポートカードをLv60にする(EN)	1個のサポートカードをLv60にする(KO)
1110	コスチュームストーリーを1種類見る	コスチュームストーリーを1種類見る(TW)	コスチュームストーリーを1種類見る(EN)	コスチュームストーリーを1種類見る(KO)
1111	赤のおしゃれを{0}以上にする	赤のおしゃれを{0}以上にする(TW)	赤のおしゃれを{0}以上にする(EN)	赤のおしゃれを{0}以上にする(KO)
1112	黄のおしゃれを{0}以上にする	黄のおしゃれを{0}以上にする(TW)	黄のおしゃれを{0}以上にする(EN)	黄のおしゃれを{0}以上にする(KO)
1113	青のおしゃれを{0}以上にする	青のおしゃれを{0}以上にする(TW)	青のおしゃれを{0}以上にする(EN)	青のおしゃれを{0}以上にする(KO)
1114	紫のおしゃれを{0}以上にする	紫のおしゃれを{0}以上にする(TW)	紫のおしゃれを{0}以上にする(EN)	紫のおしゃれを{0}以上にする(KO)
1115	緑のおしゃれを{0}以上にする	緑のおしゃれを{0}以上にする(TW)	緑のおしゃれを{0}以上にする(EN)	緑のおしゃれを{0}以上にする(KO)
1116	デイリーチャレンジを5個クリアする	完成5個每日挑戰	Clear 5 Daily Challenges	5개의 데일리 챌린지 클리어
1117	デイリーログイン	每日登入	Daily Login	데일리 로그인
1118	キャンプを1回クリアする	完成1次營地	Clear Camp 1 time	캠핑을 1회 클리어
1119	キャンプを2回クリアする	完成2次營地	Clear Camp 2 times	캠핑을 2회 클리어
1120	キャンプを3回クリアする	完成3次營地	Clear Camp 3 times	캠핑을 3회 클리어
1121	他プレイヤーのキャンプサイトを訪問する	拜訪其他玩家的營地	Visit other players' campsite	다른 플레이어의 캠프사이트 방문
1122	クラブポイント特典を1回受け取る	領取1次里程獎勵	Receive Mileage Reward once	클럽 포인트 특전 1회 수령
1123	挨拶を1回する	進行1次問候	Greet once	인사 1회 하기
1124	サークルTOPを開く	開啟圈子首頁	Open Circle TOP	서클 TOP 열기
1125	スポットにチェックインする	在地點簽到	Check in at the spot	스팟에 체크인하기
1126	ゆるすたぐらむを{0}回プレイする	玩Yurustagram{0}次	Play Yurustagram {0} times	유르스타그램을 {0}번 플레이하다
1127	継続報酬	持續獎勵	Continuation Reward	지속 보상
1128	チュートリアルをクリアする	チュートリアルをクリアする(TW)	チュートリアルをクリアする(EN)	チュートリアルをクリアする(KO)
1129	やる事リストをすべてクリアする	水原の宿題をすべてクリアする(TW)	水原の宿題をすべてクリアする(EN)	水原の宿題をすべてクリアする(KO)
1130	キャンプを{0}回する	進行{0}次營地	Camp {0} times	캠핑을 {0}회 플레이
1131	記念撮影を1回撮影する	はいチーズ！を1回撮影する(TW)	はいチーズ！を1回撮影する(EN)	はいチーズ！を1回撮影する(KO)
1132	ギアを{0}回クラフトする	時限パズルを{0}回クリアする(TW)	時限パズルを{0}回クリアする(EN)	時限パズルを{0}回クリアする(KO)
1133	ウィークリーチャレンジを20個クリアする	完成20個每週挑戰	Clear 20 Weekly Challenges	주간 챌린지 20개 클리어
1134	ウィークリーチャレンジを19個クリアする	完成19個每週挑戰	Clear 19 Weekly Challenges	주간 챌린지 19개 클리어
1135	ウィークリーチャレンジを13個クリアする	完成13個每週挑戰	Clear 13 Weekly Challenges	주간 챌린지 13개 클리어
1136	キャンプを4回クリアする	通過4次營地	Clear Camp 4 times	캠핑을 4회 클리어
1137	キャンプを5回クリアする	通過5次營地	Clear Camp 5 times	캠핑을 5회 클리어
1138	クラフトを3回する	進行3次製作	Craft 3 times	제작을 3회 진행
1139	クラフトを5回する	進行5次製作	Craft 5 times	제작을 5회 진행
1140	クラフトで大成功する	在製作中大獲成功	Achieve great success in crafting	제작에서 대성공
1141	デイリーやる事リスト達成報酬を3回受け取る	領取3次每日任務獎勵	Receive Daily Task List rewards 3 times	데일리 할일 리스트 달성 보상 3회 받기
1142	コスチューム強化をする	進行服裝強化	Enhance Costume	코스튬 강화하기
1143	サポートカード強化をする	進行支援卡強化	Enhance Support Card	서포트 카드 강화하기
1144	メンテナンスを1回する	進行1次維護	Perform 1 maintenance	1회 보수하기
1145	一括挨拶を5回する	一次完成5次問候	Greet all 5 times	일괄 인사 5회 하기
1146	他プレイヤーのキャンプサイトを5回訪問する	拜訪其他玩家營地5次	Visit other players' campsites 5 times	다른 플레이어의 캠프사이트 5회 방문
1147	定常PvPを5回プレイする	進行5次定時PvP	Play Regular PvP 5 times	정상 PvP 5회 플레이
1148	ゆるすたP交換所で1回交換しよう	在寬鬆星P交換所進行1次交換	Exchange once at the Casual Star P Exchange	유루스타P 교환소에서 1회 교환
1149	ゆるすたP交換所で3回交換しよう	在YuruStar P交換所交換3次吧	Exchange 3 times at the YuruSta P Exchange Center	유루스타P 교환소에서 3회 교환
1150	ゆるすたP交換所で5回交換しよう	在寬鬆星P交換所進行5次交換	Exchange 5 times at YuruSta P Exchange	유루스타P 교환소에서 5회 교환
1151	フレンドP交換所で1回交換しよう	在好友P兌換處兌換1次	Exchange once at Friend Points shop	친구P 교환소에서 1회 교환
1152	フレンドP交換所で3回交換しよう	在好友P交換所交換3次吧	Exchange 3 times at Friend Points Shop	친구P 교환소에서 3회 교환
1153	フレンドP交換所で5回交換しよう	在好友P交換所進行5次交換	Exchange 5 times at Friend Points Shop	친구P 교환소에서 5회 교환
1154	ウィークリーチャレンジを10個クリアする	完成10個每週挑戰	Clear 10 Weekly Challenges	주간 챌린지 10개 클리어
1155	チームランクF1以上になろう(期間限定)	成為F1以上的團隊排名（限時）	Reach Team Rank F1 or higher (Limited Time)	팀 랭크 F1 이상 달성(기간 한정)
1156	チームランクF2以上になろう(期間限定)	讓隊伍等級達到F2以上吧(限時)	Reach Team Rank F2 or higher (Limited Time)	팀 랭크 F2 이상 달성(기간 한정)
1157	チームランクF3以上になろう(期間限定)	成為F3以上的團隊排名（限時）	Reach Team Rank F3 or higher (Limited Time)	팀 랭크 F3 이상 달성(기간 한정)
1158	チームランクE1以上になろう(期間限定)	成為E1以上團隊等級(限時)	Reach Team Rank E1 or higher (Limited Time)	팀 랭크 E1 이상 달성(기간 한정)
1159	チームランクE2以上になろう(期間限定)	成為E2以上團隊等級（限時）	Reach Team Rank E2 or higher (Limited Time)	팀 랭크 E2 이상 달성(기간 한정)
1160	チームランクE3以上になろう(期間限定)	成為E3以上的團隊等級（限時）	Reach Team Rank E3 or higher (Limited Time)	팀 랭크 E3 이상 달성(기간 한정)
1161	チームランクD1以上になろう(期間限定)	成為D1以上團隊排名(限時)	Reach Team Rank D1 or higher (Limited Time)	팀 랭크 D1 이상 달성 (기간 한정)
1162	クラフトで高品質のギアを1回クラフトする	クラフトで高品質のギアを1回クラフトする(TW)	クラフトで高品質のギアを1回クラフトする(EN)	クラフトで高品質のギアを1回クラフトする(KO)
1163	コスチューム強化を5回する	コスチューム強化を5回する(TW)	コスチューム強化を5回する(EN)	コスチューム強化を5回する(KO)
1164	コスチューム強化を10回する	コスチューム強化を10回する(TW)	コスチューム強化を10回する(EN)	コスチューム強化を10回する(KO)
1165	サポートカード強化を5回する	サポートカード強化を5回する(TW)	サポートカード強化を5回する(EN)	サポートカード強化を5回する(KO)
1166	サポートカード強化を10回する	サポートカード強化を10回する(TW)	サポートカード強化を10回する(EN)	サポートカード強化を10回する(KO)
1167	リサイクルを1回する	リサイクルを1回する(TW)	リサイクルを1回する(EN)	リサイクルを1回する(KO)
1168	訪問を5回する	訪問を5回する(TW)	訪問を5回する(EN)	訪問を5回する(KO)
1169	ゆるコインを{0}個使用する(デイリー)	花嫁コインを{0}個使用する(デイリー)(TW)	花嫁コインを{0}個使用する(デイリー)(EN)	花嫁コインを{0}個使用する(デイリー)(KO)
1170	ゆるコインを{0}個使用する	花嫁コインを{0}個使用する(TW)	花嫁コインを{0}個使用する(EN)	花嫁コインを{0}個使用する(KO)
1171	ゆるコイン240を購入する	花嫁コイン240を購入する(TW)	花嫁コイン240を購入する(EN)	花嫁コイン240を購入する(KO)
1172	ゆるコイン120を購入する	花嫁コイン120を購入する(TW)	花嫁コイン120を購入する(EN)	花嫁コイン120を購入する(KO)
1173	コスチューム強化を{0}回する(デイリー)	カード強化を{0}回する(デイリー)(TW)	カード強化を{0}回する(デイリー)(EN)	カード強化を{0}回する(デイリー)(KO)
1174	キャンプを{0}回クリアする(デイリー)	デートを{0}回クリアする(デイリー)(TW)	デートを{0}回クリアする(デイリー)(EN)	デートを{0}回クリアする(デイリー)(KO)
1175	キャンプを{0}回クリア(デイリー)	曜日パズルを{0}回クリア(デイリー)(TW)	曜日パズルを{0}回クリア(デイリー)(EN)	曜日パズルを{0}回クリア(デイリー)(KO)
1176	キャンプを{0}回クリア	曜日パズルを{0}回クリア(TW)	曜日パズルを{0}回クリア(EN)	曜日パズルを{0}回クリア(KO)
1177	メインストーリーを{0}回クリアする	メインストーリーを{0}回クリアする(TW)	メインストーリーを{0}回クリアする(EN)	メインストーリーを{0}回クリアする(KO)
1178	ゆるナビのチャプター12をクリアしよう！	完成輕鬆導航第12章！	Clear Chapter 12 of Yuru Navi!	유루내비의 챕터 12 클리어
1179	ゆるナビのチャプター13をクリアしよう！	完成輕鬆導航第13章！	Clear Chapter 13 of Yuru Navi!	유루내비의 챕터 13 클리어
1180	ゆるナビのチャプター14をクリアしよう！	完成寬鬆導航第14章！	Clear Chapter 14 of Yuru Navi!	유루내비의 챕터 14 클리어
1181	ゆるナビのチャプター15をクリアしよう！	來完成《悠遊導航》第15章吧！	Clear Chapter 15 of Yuru Navi!	유루내비의 챕터 15 클리어
1182	ゆるナビのチャプター16をクリアしよう！	來完成《悠遊導航》第16章吧！	Clear Chapter 16 of Yuru Navi!	유루내비의 챕터 16 클리어
1183	ゆるナビのチャプター17をクリアしよう！	嘗試完成輕鬆導航第17章！	Clear Chapter 17 of Yuru Navi!	유루내비의 챕터 17 클리어
1184	ゆるナビのチャプター18をクリアしよう！	來完成《悠遊導航》第18章吧！	Clear Chapter 18 of Yuru Navi!	유루내비의 챕터 18 클리어
1185	ゆるナビのチャプター19をクリアしよう！	來完成《悠遊導航》第19章吧！	Clear Chapter 19 of Yuru Navi!	유루내비의 챕터 19 클리어
1186	ゆるナビのチャプター20をクリアしよう！	完成輕鬆導航第20章！	Clear Chapter 20 of Yuru Navi!	유루내비의 챕터 20 클리어
1187	ゆるナビのチャプター21をクリアしよう！	來完成《悠遊導航》第21章吧！	Clear Chapter 21 of Yuru Navi!	유루내비의 챕터 21 클리어
1188	ゆるナビのチャプター22をクリアしよう！	來完成《悠遊導航》第22章吧！	Clear Chapter 22 of Yuru Navi!	유루내비의챕터 22 클리어
1189	ゆるナビのチャプター23をクリアしよう！	來完成《悠遊導航》第23章吧！	Clear Chapter 23 of Yuru Navi!	유루내비의챕터 23 클리어
1190	ゆるナビのチャプター24をクリアしよう！	來完成《悠遊導航》第24章吧！	Clear Chapter 24 of Yuru Navi!	유루내비의 챕터 24 클리어
1191	ゆるナビのチャプター25をクリアしよう！	來完成《悠遊導航》第25章吧！	Clear Chapter 25 of Yuru Navi!	유루내비의 챕터 25 클리어
1192	ゆるナビのチャプター26をクリアしよう！	來完成《悠遊導航》第26章吧！	Clear Chapter 26 of Yuru Navi!	유루내비의 챕터 26 클리어
1193	ゆるナビのチャプター27をクリアしよう！	來完成《悠遊導航》第27章吧！	Clear Chapter 27 of Yuru Navi!	유루내비의 챕터 27 클리어
1194	ゆるナビのチャプター28をクリアしよう！	完成輕鬆導航第28章！	Clear Chapter 28 of Yuru Navi!	유루내비의 챕터 28 클리어
1195	野外活動計画をクリアしよう！	清除戶外活動計劃！	Clear the Field Activity Plan!	야외 활동 계획 클리어
1196	デイリー特典を受け取ろう	領取每日獎勵	Claim Daily Rewards	데일리 특전 수령
1197	"<color=""red"">ゆるナビのチャプター15をクリアしよう！</color>"	來完成《悠遊導航》第15章吧！	Clear Chapter 15 of Yuru Navi!	"<color=""red"">유루내비의 챕터 15 클리어！</color>"
1198	コスチュームを強化する	コスチュームを強化する(TW)	コスチュームを強化する(EN)	コスチュームを強化する(KO)
1199	サポートカードを強化する	サポートカードを強化する(TW)	サポートカードを強化する(EN)	サポートカードを強化する(KO)
1200	定常PvPを1回プレイする	定常PvPを1回プレイする(TW)	定常PvPを1回プレイする(EN)	定常PvPを1回プレイする(KO)
1201	イベントチャレンジを全てクリアする	期間限定宿題を全てクリアする(TW)	期間限定宿題を全てクリアする(EN)	期間限定宿題を全てクリアする(KO)
1202	test用ランクを{0}にする pattern:41 target:0	test用ランクを{0}にする pattern:40 target:0(TW)	test用ランクを{0}にする pattern:40 target:0(EN)	test用ランクを{0}にする pattern:40 target:0(KO)
1203	test用ランクを{0}にする pattern:20 target:0	test用ランクを{0}にする pattern:40 target:0(TW)	test用ランクを{0}にする pattern:40 target:0(EN)	test用ランクを{0}にする pattern:40 target:0(KO)
1204	test用ランクを{0}にする pattern:21 target:0	test用ランクを{0}にする pattern:40 target:0(TW)	test用ランクを{0}にする pattern:40 target:0(EN)	test用ランクを{0}にする pattern:40 target:0(KO)
1205	「ながめる」コマンドをLv3以上にしてキャンプをクリアしよう	將「觀賞」指令升級至Lv3以上，並通關營地	"Clear the camp by leveling up the ""Observe"" command to Lv3 or higher"	"""바라보기"" 를 Lv3 이상으로 올려 캠핑 클리어"
1206	「つながり」を100以上にしてキャンプを開始しよう	將「連線」提高到100以上，開始營地	"Start a camp with 100+ ""Connections"""	"""관계""를 100 이상으로 설정한후 캠핑 출발"
1207	なでしこのなかよしゲージを20以上にしてキャンプをクリアする	將撫子的好友計量表達到20以上並完成營地	Clear camp with Nadeshiko's friendship gauge at 20 or higher	나데시코 친밀 게이지를 20 이상으로 올려서 캠핑 클리어
1208	スキルを5つ以上獲得してキャンプを完了しよう	在本栖湖露營任務「變化咖哩麵」中，取得A以上評價吧	"Get an A or higher rating in Lake Motosu Camp Mission ""Arrange Curry Noodles"""	스킬을 5개 이상 획득하여 캠핑 클리어
1209	なでしこのなかよしゲージをMAXにしてキャンプをクリアする	在本栖湖露營任務「砍柴競賽」中，爭取獲得A以上評價	"Lake Motosu Camp Mission: ""Compete in Firewood Splitting"" - Aim for A or higher rating"	나데시코 친밀 게이지를 MAX로 올려 캠핑 클리어
1210	本栖湖キャンプミッション「焼肉をする」でA以上の評価を取ろう	在本栖湖露營任務「烤肉」中，爭取獲得A以上評價	"Get an A or higher rating in Lake Motosu Camp Mission ""BBQ Time"""	"모토스호 캠핑 미션 ""고기 구이 도전""에서 A 이상의 평가 획득"
1211	本栖湖キャンプミッション「写真を撮る」でA以上の評価を取ろう	在本栖湖露營任務「拍照」中，爭取獲得A以上評價	"Lake Motosu Camp Mission: Get an A or higher rating in ""Take a Photo"""	"모토스호 캠핑 미션 ""사진 찍기""에서 A 이상의 평가 획득"
1212	{0}ユールを獲得する	{0}ユールを獲得する(TW)	{0}ユールを獲得する(EN)	{0}ユールを獲得する(KO)
1213	フレンドボックスSを{0}個獲得する	フレンドボックスSを{0}個獲得する(TW)	フレンドボックスSを{0}個獲得する(EN)	フレンドボックスSを{0}個獲得する(KO)
1214	フレンドボックスMを{0}個獲得する	フレンドボックスMを{0}個獲得する(TW)	フレンドボックスMを{0}個獲得する(EN)	フレンドボックスMを{0}個獲得する(KO)
1215	銀のふじさんを{0}個獲得する	銀のふじさんを{0}個獲得する(TW)	銀のふじさんを{0}個獲得する(EN)	銀のふじさんを{0}個獲得する(KO)
1216	金のふじさんを{0}個獲得する	金のふじさんを{0}個獲得する(TW)	金のふじさんを{0}個獲得する(EN)	金のふじさんを{0}個獲得する(KO)
